nombre_completo,nombre,universo,url,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Tier2,superpoderes,heroe
,Sol Soria,DC Extended Universe,https://www.superherodb.com/sol-soria/10-25376/,55,1,1,5,5,40,0,,"['Indomitable Will', 'DC Comics', 'DCEU - DC Extended Universe', 'Suicide Squad', 'RatnikNaSjeveru2005', 'Chronicler', 'Walid27', 'yes', 'Tigerking2020', 'Hesperus', 'Rotemeg', 'ForJustice1324', 'JaviChat', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Sol Soria
,Starro,DC Extended Universe,https://www.superherodb.com/starro/10-27927/,65,70,25,25,60,30,2,,"['Animal Attributes', 'Animal Oriented Powers', 'Cold Resistance', 'Durability', 'Hive-Mind', 'Intelligence', 'Large Size', 'Mind Control', 'Stamina', 'Super Strength', 'Tentacles', 'Accelerated Healing', 'Agility', 'Animal Control', 'Corruption', 'Energy Resistance', 'Heat Resistance', 'Mind Control Resistance', 'Possession', 'Reflexes', 'Summoning', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Underwater breathing', 'Vision - Night', 'Adaptation', 'Fire Resistance', 'Immortality', 'Invulnerability', 'Latent Abilities', 'Mind Transfer', 'Radiation Immunity', 'Regeneration', 'Size Changing', 'Telepathy', 'DC Comics', 'DCEU - DC Extended Universe', 'yes', 'RatnikNaSjeveru2005', 'Walid27', 'Chronicler', 'Tigerking2020', 'Hesperus', 'Rotemeg', 'ForJustice1324', 'JaviChat', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Starro
Steppenwolf,Steppenwolf,DC Extended Universe,https://www.superherodb.com/steppenwolf/10-12579/,90,90,25,45,65,100,3,,"['Cold Resistance', 'Durability', 'Endurance', 'Fire Resistance', 'Immortality', 'Intelligence', 'Interstellar Travel', 'Jump', 'Master Tactician', 'Stamina', 'Super Speed', 'Super Strength', 'Underwater breathing', 'Weapons Master', 'Accelerated Healing', 'Agility', 'Bullet Time', 'Dexterity', 'Energy Resistance', 'Heat Resistance', 'Invulnerability', 'Master Martial Artist', 'Reflexes', 'Self-Sustenance', 'Weapon-based Powers', 'Teleportation', 'DC Comics', 'DCEU - DC Extended Universe', 'Steppenwolf', 'Movie Heroes', 'Red Ranked Warriors', 'Roleplaying Collection', 'Chronicler', 'yes', 'RatnikNaSjeveru2005', 'Walid27', 'Tigerking2020', 'Hesperus', 'Rotemeg', 'ForJustice1324', 'JaviChat', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Steppenwolf
Kara Zor-El,Supergirl,DC Extended Universe,https://www.superherodb.com/supergirl/10-25935/,60,75,50,40,75,45,3,,"['Cold Resistance', 'Dexterity', 'Durability', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Sight', 'Explosion Manipulation', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Invulnerability', 'Levitation', 'Longevity', 'Reflexes', 'Shockwaves Generation', 'Space Survivability', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - X-Ray', 'Accelerated Development', 'Acid Resistants', 'Agility', 'Berserk Mode', 'Electricity Resistance', 'Enhanced Memory', 'Enhanced Smell', 'Indomitable Will', 'Master Martial Artist', 'Statistics Amplification', 'Super Breath', 'Accelerated Healing', 'Adaptation', 'Ice Manipulation', 'Immortality', 'Light Control', 'Regeneration', 'DC Comics', 'DCEU - DC Extended Universe', 'Supergirl', 'yes', 'Chronicler', 'RatnikNaSjeveru2005', 'Walid27', 'Tigerking2020', 'Hesperus', 'Rotemeg', 'ForJustice1324', 'JaviChat', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Supergirl
Kal-El,Superman,DC Extended Universe,https://www.superherodb.com/superman/10-12528/,80,100,85,45,80,50,3,4,"['Accelerated Healing', 'Acid Resistants', 'Agility', 'Bullet Time', 'Cold Resistance', 'Dexterity', 'Disguise Mastery', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Touch', 'Explosion Manipulation', 'Fire Resistance', 'Flight', 'Gadget Usage', 'Heat Generation', 'Heat Resistance', 'Hope Inducement', 'Ice Manipulation', 'Indomitable Will', 'Intelligence', 'Jump', 'Longevity', 'Radiation Absorption', 'Reflexes', 'Seismic Power', 'Shockwaves Generation', 'Space Survivability', 'Spaceflight', 'Stamina', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Toxin and Disease Resistance', 'Vision - Heat', 'Vision - X-Ray', 'Attack Reflection', 'Berserk Mode', 'Damage Boost', 'Danger Sense', 'Durability Negation', 'Electricity Absorption', 'Energy Beams', 'Energy Blasts', 'Enhanced Smell', 'Information Analysis', 'Instinctive Reaction', 'Intimidation', 'Invulnerability', 'Levitation', 'Radiation Immunity', 'Regeneration', 'Self-Sustenance', 'Sonic Scream', 'Statistics Amplification', 'Stealth', 'Super Breath', 'Vaporising Beams', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Accelerated Development', 'Acrobatics', 'Aura', 'Bloodlust', 'Emotional Power Up', 'Energy Absorption', 'Illumination', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Underwater breathing', 'Vibration Manipulation', 'DC Comics', 'DCEU - DC Extended Universe', 'Superman', 'Batman V Superman: Dawn Of Justice (2016)', 'Man Of Steel (2013)', 'Movie Heroes', 'Red Ranked Warriors', 'Supermen/women', 'Zack Snyder’s Justice League (2021)', 'Walid27', 'yes', 'Chronicler', 'RatnikNaSjeveru2005', 'Tigerking2020', 'Hesperus', 'Rotemeg', 'ForJustice1324', 'JaviChat', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Superman
Floyd Belkin,T.D.K.,DC Extended Universe,https://www.superherodb.com/tdk/10-27926/,50,1,6,10,30,40,1,,"['Separation', 'Stealth', 'DC Comics', 'DCEU - DC Extended Universe', 'Hesperus', 'yes', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Tigerking2020', 'Rotemeg', 'ForJustice1324', 'JaviChat', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",T.D.K.
Barry Allen,The Flash,DC Extended Universe,https://www.superherodb.com/the-flash/10-12531/,80,25,100,30,85,40,5,,"['Agility', 'Bullet Time', 'Dexterity', 'Dimensional Travel', 'Durability', 'Electrokinesis', 'Endurance', 'Heat Generation', 'Heat Resistance', 'Intelligence', 'Interstellar Travel', 'Longevity', 'Reflexes', 'Speed Force', 'Stamina', 'Super Speed', 'Super Strength', 'Surface Scaling', 'Time Manipulation', 'Time Travel', 'Vibration Manipulation', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Cold Resistance', 'Electricity Absorption', 'Electricity Resistance', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Explosion Manipulation', 'Fire Resistance', 'Illusions', 'Jump', 'Molecular Oscillation', 'Phasing', 'Power Suit', 'Regeneration', 'Time Manipulation Resistance', 'Toxin and Disease Resistance', 'Vortex Creation', 'Wind Control', 'Aura', 'Durability Negation', 'Force Fields', 'Illumination', 'Intangibility', 'Invisibility', 'Spatial Manipulation', 'Stealth', 'DC Comics', 'DCEU - DC Extended Universe', 'Flash Family', 'Flash', 'Batman V Superman: Dawn Of Justice (2016)', 'Movie Heroes', 'Roleplaying Collection', 'The Flash Series Speedsters', 'Zack Snyder’s Justice League (2021)', 'yes', 'Hesperus', 'Chronicler', 'Walid27', 'RatnikNaSjeveru2005', 'Tigerking2020', 'Rotemeg', 'ForJustice1324', 'JaviChat', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",The Flash
Adrian Chase,Vigilante,DC Extended Universe,https://www.superherodb.com/vigilante/10-38997/,60,1,7,10,10,70,1,,"['Durability', 'Peak Human Condition', 'Stamina', 'Acrobatics', 'Dexterity', 'Endurance', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Stealth', 'Weapons Master', 'Agility', 'DC Comics', 'DCEU - DC Extended Universe', 'vigilante', 'Roleplaying Collection', 'yes', 'Hesperus', 'Chronicler', 'Walid27', 'RatnikNaSjeveru2005', 'Tigerking2020', 'Rotemeg', 'ForJustice1324', 'JaviChat', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Vigilante
Auggie Smith,White Dragon,DC Extended Universe,https://www.superherodb.com/white-dragon/10-44241/,65,13,25,10,20,40,1,,"['Intelligence', 'Stamina', 'Agility', 'Energy Blasts', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Intuitive aptitude', 'Levitation', 'Master Tactician', 'Power Suit', 'Weapon-based Powers', 'Weapons Master', 'Electrokinesis', 'DC Comics', 'DCEU - DC Extended Universe', 'Hesperus', 'yes', 'Chronicler', 'Walid27', 'RatnikNaSjeveru2005', 'Tigerking2020', 'Rotemeg', 'ForJustice1324', 'JaviChat', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",White Dragon
Diana Prince,Wonder Woman (Armor of Asteria),DC Extended Universe,https://www.superherodb.com/wonder-woman-armor-of-asteria/10-31269/,80,95,70,60,55,100,3,,"['Acrobatics', 'Agility', 'Cold Resistance', 'Dexterity', 'Durability', 'Electricity Resistance', 'Endurance', 'Fire Resistance', 'Flight', 'Grappling/Climbing', 'Heat Resistance', 'Intelligence', 'Jump', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Weapons Master', 'Accelerated Development', 'Accelerated Healing', 'Aura', 'Bullet Time', 'Empathy', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Force Fields', 'Illumination', 'Indomitable Will', 'Invulnerability', 'Master Tactician', 'Stealth', 'Wind Control', 'Godly Physiology', 'Immortality', 'Magic', 'Omnilingualism', 'Radiation Immunity', 'Rage Power', 'Regeneration', 'Toxin and Disease Resistance', 'DC Comics', 'DCEU - DC Extended Universe', 'Wonder Woman', 'JaviChat', 'Hesperus', 'yes', 'Chronicler', 'Walid27', 'RatnikNaSjeveru2005', 'Tigerking2020', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Ezio', 'Xml', 'All Users']",Wonder Woman
Wrath,Wrath,DC Extended Universe,https://www.superherodb.com/wrath/10-27556/,65,65,65,40,60,65,3,,"['Accelerated Healing', 'Cold Resistance', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Agility', 'Dexterity', 'Flight', 'Immortality', 'Jump', 'DC Comics', 'DCEU - DC Extended Universe', 'Wrath', 'yes', 'Ezio', 'JaviChat', 'Hesperus', 'Walid27', 'Chronicler', 'RatnikNaSjeveru2005', 'Tigerking2020', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Wrath
Zeus,Zeus,DC Extended Universe,https://www.superherodb.com/zeus/10-27185/,95,100,25,50,80,85,4,4,"['Cloaking', 'Cold Resistance', 'Divine Powers', 'Divinity', 'Durability', 'Electricity Resistance', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Flight', 'Godly Physiology', 'Heat Resistance', 'Intelligence', 'Jump', 'Master Martial Artist', 'Matter Manipulation', 'Radiation Immunity', 'Reflexes', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weather Control', 'Wind Control', 'Accelerated Healing', 'Agility', 'Creation', 'Dexterity', 'Energy Blasts', 'Energy Manipulation', 'Force Fields', 'Heat Generation', 'Illumination', 'Immortality', 'Invulnerability', 'Life Manipulation', 'Magic', 'Magic Resistance', 'Marksmanship', 'Master Tactician', 'Power Bestowal', 'Regeneration', 'Self-Sustenance', 'Telepathy', 'Vortex Creation', 'Water Control', 'Weapons Master', 'Wishing', 'Aura', 'Invisibility', 'DC Comics', 'DCEU - DC Extended Universe', 'Zeus', 'yes', 'Ezio', 'Walid27', 'JaviChat', 'Hesperus', 'Chronicler', 'RatnikNaSjeveru2005', 'Tigerking2020', 'Rotemeg', 'ForJustice1324', 'lucifermorningstar876', 'Delinquent', 'Bananatooshholeyyyyyy', 'Xml', 'All Users']",Zeus
